Survey_ID,Region,Country,Business Unit,Quarter,Employee_Level,Question_ID,Question_Category,Response_Value,Response_Date
S-2078,AMERICAS,Japan,sales,Q4-2025,staff,Q-01,Data Privacy,,2025-07-08
S-2045,AMERICAS,,finance,Q1 2025,,Q-01,Ethics,,2025-05-06
S-2933,ApAc,UK,IT,Q1 2025,Staff,3,Conflict of Int.,6.0,2025-08-03
S-2319,APAC,UK,Sales,Q2-2025,Senior Staff,q3,Compliance,1.0,2025-01-27
S-1915,Americas,UK,finance,Q3-2025,Director,Q-05,Compliance,1.0,05-01-2025
S-1822,apac,,HR,q22025,manager,q-2,Compliance,5.0,2025/04/11
S-3239,APAC,India,Finance,Q3-2025,Staff,Q-04,Data privacy,3.0,05-01-2025
S-1006,emea,,HR,Q1-2025,manager,3,ethics,4.0,2025-01-31
S-3915,apac,United States,Finance,Q1 2025,,Q-2,Conduct,3.0,2025/02/13
S-1392,EMEA,     ,hr,Q1-2025,Staff,Q-2,Conduct,2.0,14-05-2025
S-2610,ApAc,France,sales,Q2-2025,manager,Q-02,ethics,2.0,2025-10-27
S-1637,AMERICAS,India,sales,Q3-2025,staff,Q-2,Ethics,5.0,17-04-2025
S-2263,EmEa,Germany,finance,Q1-2025,Manager,q04,Compliance,,2025-11-05
S-1881,ApAc,India,finance,q22025,manager,q-1,Data Privacy,5.0,
S-2225,apac,,IT,Q1-2025,director,q-2,Data privacy,6.0,18-02-2025
S-1418,EMEA,United States,Finance,Q1-2025,manager,Q-03,ethics,,2025/11/19
S-1345,apac,,finance,Q1-2025,Senior Staff,Q-04,Conduct,4.0,17-02-2025
S-1502,Americas,Japan,Finance,Q1 2025,director,q-5,Data Privacy,4.0,
S-3799,emea,India,Sales,Q1 2025,Manager,Q-05,Compliance,4.0,2025/01/18
S-3537,APAC,     ,HR,Q3-2025,director,3,Data Privacy,1.0,
S-2569,EMEA,UK,Operations,q22025,,Q-04,Conduct,,10-01-2025
S-3922,ApAc,Japan,s,Q3-2025,staff,q3,Data privacy,3.0,2025-04-03
S-2307,APAC,USA,HR,Q1-2025, ,3,Compliance,,2025-04-30
S-1411,APAC,     ,Operations,Q2-2025,,q-5,Ethics,,2025/04/23
S-2591,ApAc,,IT,Q1 2025,manager,q3,Compliance,,2025/07/03
S-1116,ApAc,,F,Q1 2025,manager,q-2,Data privacy,3.0,2025-01-20
S-1231,APAC,,Operations,Q1-2025,,q-2,Ethics,3.0,2025-04-14
S-2396,EMEA,JN,Sales,Q1-2025,Staff,Q-03,Data privacy,6.0,2025/02/26
S-2495,AMERICAS,France,hr,Q4-2025,Senior Staff,q-1,Compliance,3.0,2025/03/22
S-2790,EmEa,     ,Sales,Q1 2025,,q-5,Data privacy,,2025-10-29
S-2550,apac,IN,HR,Q1 2025,Manager,q-5,Ethics,6.0,2025/07/20
S-1133,EMEA,,Sales,Q4-2025,manager,q04,Data privacy,1.0,14-03-2025
S-1319,APAC,France,Sales,Q1 2025,Senior Staff,q-5,Conduct,6.0,21-06-2025
S-1047,apac,INDIA,Operations,q22025,Senior Staff,q-1,Compliance,,2025-01-01
S-2581,EmEa,IN,hr,Q1 2025,director,q-2,Data Privacy,3.0,21-02-2025
S-3368,APAC,India,sales,Q1-2025,Staff,Q-05,Ethics,3.0,2025-02-23
S-2401,EMEA,UK,IT,q22025,Senior Staff,3,Ethics,3.0,11-11-2025
S-3886,Americas,UK,IT,Q4-2025,director,Q-03,Ethics,1.0,08-04-2025
S-3856,apac,     ,HR,Q2-2025,manager,Q-02,Ethics,4.0,2025-09-09
S-1224,ApAc,USA,hr,Q1-2025,Director,q04,Conduct,5.0,2025-02-19
S-1848,EMEA,     ,HR,Q1-2025, ,Q-02,Compliance,,2025/09/08
S-2086,AMERICAS,     ,s,Q3-2025,Manager,q-1,Data Privacy,3.0,23-01-2025
S-2802,EmEa,Germany,Operations,Q2-2025,Staff,Q-03,Conflict of Int.,6.0,2025/02/13
S-2409,emea,JN,F,Q1 2025,,Q-01,Conflict of Int.,4.0,2025/08/03
S-3815,EmEa,,Operations,Q3-2025,Director,Q-02,Data Privacy,,2025/09/15
S-3117,EMEA,United States,sales,Q1 2025,Manager,Q-04,Conflict of Int.,2.0,2025-08-05
S-3799,emea,INDIA,IT,Q4-2025,Director,q-1,Conduct,,
S-2590,emea, ,Sales,Q2-2025,,q-2,Conflict of Int.,1.0,2025/11/16
S-3141,emea,United States,hr,Q1 2025,Manager,q3,Data privacy,5.0,2025-02-21
S-3305,AMERICAS,JN,HR,Q4-2025,staff,Q-2,Compliance,4.0,2025/10/20
S-2938,Americas,India,HR,Q3-2025,Manager,q3,Data privacy,6.0,20-01-2025
S-2358,APAC,USA,sales,Q2-2025,staff,Q-01,Compliance,,09-06-2025
S-3014,AMERICAS,,Operations,Q1 2025,Director,q-5,Data Privacy,,2025/05/18
S-2708,AMERICAS,INDIA,sales,Q1 2025,director,q-5,Data Privacy,,2025-07-11
S-3111,EMEA,United States,HR,q22025,,Q-2,ethics,,2025-10-19
S-1712,APAC,,Operations,Q1-2025,manager,Q-01,Data Privacy,1.0,12-04-2025
S-2509,EmEa, ,hr,q22025,Senior Staff,q04,Ethics,2.0,01-11-2025
S-1728,EmEa,,s,Q2-2025,staff,Q-03,Conflict of Int.,3.0,16-02-2025
S-1113,emea,USA,IT,Q4-2025,manager,Q-04,Conduct,2.0,2025/05/18
S-2678,Americas,,Finance,Q3-2025,Manager,q04,ethics,5.0,25-04-2025
S-3492,apac,IN,HR,Q3-2025,director,q-1,Data Privacy,3.0,2025/06/04
S-3133,emea,,finance,Q1-2025,,q04,Conflict of Int.,,2025/11/01
S-2158,apac,     ,finance,Q3-2025,Senior Staff,q-1,Compliance,6.0,22-05-2025
S-3688,apac,INDIA,IT,Q4-2025,manager,Q-01,Conflict of Int.,,04-11-2025
S-3706,ApAc,     ,IT,q22025,Staff,q04,Data Privacy,3.0,03-08-2025
S-2591,Americas,,F,Q1 2025,staff,q-5,Conduct,2.0,23-11-2025
S-3752,ApAc, ,HR,Q1 2025,,Q-03,Compliance,1.0,2025/05/13
S-3290,EMEA,     ,Sales,q22025,Senior Staff,Q-04,Compliance,2.0,07-06-2025
S-2358,ApAc,Germany,F,Q2-2025, ,Q-02,Data Privacy,1.0,2025/10/26
S-3543,AMERICAS,Japan,Operations,Q4-2025,Senior Staff,q04,Data Privacy,5.0,2025-01-28
S-1563,APAC,France,hr,Q4-2025, ,Q-03,Compliance,,11-02-2025
S-2363,EMEA,France,Finance,Q1-2025, ,Q-05,ethics,,2025-10-23
S-3006,AMERICAS,India,F,Q3-2025,director,Q-2,Data Privacy,4.0,2025/01/20
S-1817,ApAc,USA,Sales,Q4-2025,manager,Q-01,Conduct,1.0,2025-05-08
S-3841,ApAc,Germany,IT,Q1-2025,director,3,Data privacy,3.0,24-01-2025
S-2192,EmEa,IN,s,Q4-2025,,q-1,Data Privacy,6.0,25-06-2025
S-2472,APAC,India,hr,Q1-2025,manager,Q-04,Conduct,2.0,2025/01/12
S-3067,EMEA,United States,Sales,q22025,Staff,Q-2,Conduct,3.0,2025-11-16
S-3433,Americas,     ,finance,q22025,Staff,Q-01,Conduct,1.0,2025-07-14
S-3242,apac,Japan,IT,Q1 2025,Staff,Q-05,Data Privacy,6.0,24-09-2025
S-3551,EMEA,UK,finance,Q4-2025,Senior Staff,Q-05,Ethics,,2025/04/12
S-1819,apac,,s,Q1 2025,staff,q-5,Data Privacy,3.0,08-10-2025
S-1851,EmEa,France,Operations,Q1-2025,Staff,q04,Ethics,1.0,2025-09-10
S-1369,AMERICAS,IN,finance,Q2-2025,manager,q-2,Compliance,3.0,2025-02-21
S-1162,apac,France,Sales,Q3-2025,Senior Staff,Q-02,Conflict of Int.,,2025-01-05
S-3718,EMEA,France,Sales,Q3-2025,Director,q-5,Ethics,3.0,2025-04-04
S-2642,emea,Japan,HR,Q3-2025, ,Q-2,Conduct,,2025/03/09
S-3976,Americas,,IT,Q1-2025,director,q3,Data Privacy,,2025-08-13
S-3504,emea,JN,Sales,Q4-2025,Staff,q04,Conflict of Int.,6.0,08-03-2025
S-3000,AMERICAS,UK,sales,Q1-2025,Senior Staff,Q-05,Conduct,3.0,
S-3777,APAC,     ,Sales,Q4-2025,,q-5,Conduct,5.0,
S-3711,APAC,Japan,Sales,q22025,director,Q-03,Conflict of Int.,,2025-11-10
S-1048,EMEA, ,sales,Q3-2025,Manager,Q-02,Conflict of Int.,4.0,19-06-2025
S-1207,APAC, ,hr,Q3-2025,manager,Q-02,Data Privacy,4.0,2025-08-18
S-3042,EmEa,France,finance,Q3-2025,Staff,Q-02,Data Privacy,4.0,
S-3250,Americas,,finance,Q4-2025,Director,3,Data privacy,2.0,22-08-2025
S-2489,Americas,,Operations,Q3-2025,staff,3,Conflict of Int.,5.0,2025/07/06
S-2854,AMERICAS,United States,Operations,Q1-2025,staff,q-1,Conflict of Int.,6.0,2025/05/30
S-3139,ApAc,IN,finance,Q1-2025,Manager,q-2,ethics,,2025-07-29
S-2042,APAC,INDIA,finance,Q3-2025,manager,q-2,Conflict of Int.,,2025-06-23
S-2698,Americas,     ,F,Q1-2025, ,q-2,Conduct,5.0,10-03-2025
S-1018,Americas, ,hr,Q4-2025, ,3,Conflict of Int.,2.0,2025/03/30
S-1526,AMERICAS,UK,F,Q4-2025,staff,3,Data Privacy,4.0,08-05-2025
S-2630,ApAc,Germany,sales,Q1 2025,Manager,Q-2,Data privacy,6.0,20-09-2025
S-3874,ApAc,IN,s,q22025,manager,Q-04,ethics,5.0,2025/06/26
S-1544,EMEA, ,s,q22025,staff,q-5,Ethics,,2025/09/03
S-3338,emea,     ,s,Q2-2025,director,Q-01,Data privacy,1.0,
S-1596,Americas,     ,Finance,Q1 2025,Director,Q-03,Compliance,6.0,2025/02/01
S-2209,APAC,JN,s,Q1-2025,staff,q-2,Ethics,5.0,2025-10-15
S-3651,emea,INDIA,s,q22025,Director,q-5,Conduct,1.0,18-07-2025
S-3807,ApAc, ,Finance,Q1-2025,Director,Q-04,Data privacy,,2025-08-15
S-3596,ApAc,JN,F,Q4-2025,manager,q-5,ethics,3.0,2025-02-08
S-1712,AMERICAS,UK,Finance,Q3-2025,Director,3,Compliance,2.0,2025-05-11
S-2354,EmEa,IN,IT,Q1-2025,Manager,q-1,Data privacy,1.0,2025/11/17
S-3712,apac,Japan,F,Q4-2025,staff,Q-02,Conflict of Int.,6.0,2025-04-23
S-3133,AMERICAS,JN,s,Q1 2025,director,3,Data privacy,4.0,
S-1907,APAC,     ,Sales,Q2-2025,staff,Q-05,ethics,,2025/09/01
S-3660,Americas,United States,Sales,Q3-2025,manager,q04,Data privacy,5.0,2025/01/21
S-2315,emea,JN,finance,Q3-2025,Director,3,Conduct,3.0,
S-3118,ApAc, ,s,Q3-2025, ,Q-01,Compliance,6.0,2025-09-21
S-1394,EMEA,JN,s,Q4-2025,Staff,q04,Ethics,2.0,2025/04/20
S-2738,AMERICAS,INDIA,s,q22025,director,q04,Conflict of Int.,1.0,2025-03-20
S-2881,ApAc,USA,finance,Q1-2025,Staff,Q-03,Conflict of Int.,3.0,2025-10-22
S-2060,emea,UK,sales,q22025,director,Q-2,Compliance,1.0,2025/03/02
S-1025,AMERICAS,JN,F,Q1-2025,Senior Staff,q-1,Data privacy,1.0,2025/06/04
S-1355,apac,JN,sales,Q3-2025,director,q04,Ethics,4.0,2025-04-23
S-2602,apac,     ,IT,Q2-2025,staff,Q-01,Data privacy,,2025-03-05
S-1021,emea, ,s,Q1-2025,Director,Q-04,Conduct,6.0,2025-06-26
S-2691,EMEA,India,IT,Q1 2025,Director,Q-04,Ethics,2.0,2025-10-18
S-3249,EmEa,     ,s,Q1-2025,Director,q04,Ethics,3.0,
S-3973,EmEa,France,Sales,Q1 2025,manager,Q-02,Compliance,5.0,
S-1793,ApAc,Japan,sales,Q2-2025,Director,q-5,Data privacy,2.0,06-07-2025
S-2755,EMEA,USA,Sales,Q1 2025,manager,q-5,Conduct,6.0,2025-07-04
S-3784,ApAc,Japan,sales,Q3-2025,staff,Q-05,Data Privacy,5.0,2025/11/27
S-1336,apac,,IT,Q4-2025,manager,Q-05,Conduct,6.0,
S-1309,Americas,,s,q22025,Staff,q3,Data privacy,4.0,2025-04-19
S-3260,apac, ,s,Q3-2025,Manager,q-1,Data Privacy,2.0,2025/10/29
S-2192,EMEA,Japan,s,Q4-2025,Senior Staff,Q-2,Compliance,5.0,
S-1979,EMEA,JN,s,Q1 2025, ,Q-03,ethics,5.0,2025/03/16
S-3999,EmEa,France,Finance,Q1 2025, ,Q-04,Ethics,3.0,2025/01/22
S-1847,ApAc,UK,sales,Q3-2025,Staff,Q-01,Conduct,3.0,2025/09/24
S-2121,apac,,s,Q4-2025,Manager,Q-2,Conduct,4.0,2025/02/09
S-2031,emea,INDIA,s,Q3-2025,staff,q-1,Data Privacy,,2025-11-06
S-3056,EMEA,Japan,IT,Q1 2025,Senior Staff,3,Conduct,3.0,2025-04-06
S-2484,AMERICAS,     ,Operations,Q3-2025,staff,q-5,Ethics,4.0,2025-09-03
S-3420,EMEA,     ,hr,Q1-2025,manager,Q-01,ethics,5.0,2025/03/10
S-3100,Americas,,IT,Q1-2025,Manager,Q-05,ethics,5.0,2025/11/03
S-3612,Americas,IN,HR,Q1-2025,manager,q-2,Data privacy,4.0,2025-03-29
S-2683,EMEA,JN,F,Q1 2025,,Q-05,ethics,6.0,2025/08/21
S-3420,AMERICAS,INDIA,hr,Q3-2025,Manager,Q-02,Ethics,2.0,2025/09/16
S-2720,EMEA,,finance,Q1 2025, ,q3,Data privacy,1.0,2025/09/30
S-1482,AMERICAS,Japan,IT,Q4-2025,,Q-01,Conflict of Int.,6.0,25-09-2025
S-2518,Americas,IN,s,Q3-2025,manager,q-2,Conflict of Int.,,2025/10/29
S-3854,AMERICAS,UK,IT,Q2-2025, ,Q-04,Conflict of Int.,1.0,06-10-2025
S-2056,APAC,USA,Finance,Q4-2025,,Q-02,Data privacy,1.0,2025/04/16
S-2294,emea,France,finance,Q1 2025,director,q04,Data privacy,3.0,02-10-2025
S-3313,ApAc,,HR,q22025,director,Q-04,Data Privacy,5.0,2025-09-05
S-2517,EmEa,Germany,HR,Q4-2025,staff,q-5,Data Privacy,6.0,2025/03/02
S-1942,EmEa,JN,IT,Q1-2025,manager,3,Data Privacy,,2025/10/09
S-3856,Americas,India,hr,q22025,Staff,Q-02,Conflict of Int.,2.0,04-11-2025
S-1362,AMERICAS,Germany,Operations,Q2-2025,Senior Staff,q3,Ethics,6.0,2025/07/25
S-3688,apac,IN,F,Q1-2025,Manager,q04,Data Privacy,4.0,
S-3691,apac,INDIA,Finance,Q4-2025,,3,Conduct,2.0,19-01-2025
S-1980,Americas,India,finance,Q2-2025,director,q-1,Conduct,4.0,2025/04/13
S-1063,AMERICAS,United States,s,Q2-2025,,q3,Compliance,3.0,2025-05-22
S-3484,APAC,Japan,hr,Q4-2025,Staff,Q-05,ethics,4.0,2025-10-14
S-3061,apac,France,finance,Q4-2025,Director,3,Conflict of Int.,,15-08-2025
S-3307,EmEa,JN,Operations,Q2-2025, ,q04,Data Privacy,5.0,2025-09-04
S-2057,AMERICAS,UK,Operations,q22025,manager,q-1,Data Privacy,3.0,2025/01/05
S-2079,APAC,Germany,finance,Q3-2025,staff,Q-02,Data privacy,2.0,2025-07-01
S-3350,apac,India,Operations,Q3-2025,manager,Q-04,Conduct,2.0,2025-04-16
S-1831,APAC,,F,Q2-2025,Manager,Q-02,Ethics,1.0,2025/09/10
S-1028,Americas,,sales,Q2-2025,staff,q-2,Data privacy,,2025/04/04
S-2148,emea,INDIA,F,Q1 2025,Staff,3,Conflict of Int.,4.0,2025-10-04
S-3059,ApAc,UK,IT,Q3-2025,Senior Staff,q-5,Data privacy,4.0,2025-01-05
S-3762,APAC,UK,F,Q1-2025,staff,q-1,Data privacy,,08-10-2025
S-1972,apac,Japan,F,Q2-2025,staff,Q-03,Data Privacy,4.0,10-07-2025
S-2641,apac,Japan,IT,Q4-2025,Manager,q3,Conduct,2.0,2025-05-19
S-3275,emea,,hr,Q1 2025,Manager,q-5,ethics,4.0,01-04-2025
S-3047,EMEA,,s,Q4-2025,staff,q-2,Compliance,3.0,2025-10-18
S-2632,AMERICAS,IN,IT,Q1-2025,manager,Q-05,Data Privacy,,2025/08/19
S-2371,apac,France,Sales,Q4-2025,,Q-05,Compliance,1.0,2025/06/29
S-3481,APAC,,F,q22025,,Q-03,Conflict of Int.,3.0,19-09-2025
S-2831,AMERICAS,UK,F,Q2-2025, ,q04,ethics,,22-06-2025
S-3586,emea,,finance,Q1-2025,Manager,q-1,ethics,3.0,2025/05/30
S-2096,emea,Germany,sales,Q2-2025,,q-2,Data Privacy,2.0,2025-01-12
S-3981,APAC,     ,HR,q22025,Senior Staff,Q-04,ethics,4.0,02-02-2025
S-3247,Americas,USA,hr,Q4-2025,Senior Staff,Q-02,Compliance,5.0,19-07-2025
S-1940,APAC,IN,HR,Q3-2025,Manager,Q-03,Data privacy,,2025/01/18
S-2462,ApAc,,sales,Q3-2025,,Q-05,Data privacy,4.0,2025-10-04
S-3421,EmEa,     ,F,Q3-2025,,q04,Conduct,5.0,27-06-2025
S-3211,APAC,JN,finance,Q3-2025,Director,q-1,Data Privacy,3.0,2025-01-06
S-3144,EMEA,France,HR,Q3-2025,,Q-01,Conduct,4.0,02-09-2025
S-1038,emea,JN,HR,Q4-2025,manager,Q-01,Data privacy,3.0,15-10-2025
S-2617,APAC,India,hr,Q3-2025,manager,Q-05,Ethics,4.0,2025/09/22
S-3843,apac,Germany,s,Q2-2025,director,Q-04,Conflict of Int.,1.0,2025-05-29
S-3609,EmEa,,sales,Q2-2025, ,Q-04,Compliance,1.0,2025-10-01
S-1762,AMERICAS,Germany,HR,Q1 2025, ,q-5,Ethics,2.0,
S-1061,EmEa,INDIA,Sales,Q3-2025,Director,q-2,Compliance,4.0,17-01-2025
S-1329,EMEA,USA,HR,Q3-2025,Senior Staff,3,Data Privacy,2.0,09-05-2025
S-1052,AMERICAS,JN,Operations,Q3-2025, ,Q-04,Conduct,1.0,2025/02/18
S-3728,APAC,Japan,hr,q22025,Director,q-1,ethics,6.0,2025/10/09
S-1501,apac,Japan,HR,Q1 2025,staff,Q-01,Conflict of Int.,6.0,2025-02-27
S-3593,emea,France,Finance,Q1 2025,Director,q3,Ethics,4.0,2025-01-05
S-3381,EmEa,IN,F,Q1 2025,staff,Q-02,ethics,2.0,13-11-2025
S-3561,Americas,USA,Sales,q22025,Manager,q-5,Data privacy,,2025-09-07
S-2298,ApAc,JN,sales,q22025,manager,Q-01,Conduct,4.0,10-03-2025
S-1162,EmEa,IN,sales,Q4-2025,Director,3,Conduct,4.0,2025/04/06
S-2425,ApAc,IN,sales,Q2-2025,,Q-03,Ethics,5.0,01-06-2025
S-3219,ApAc,Japan,Finance,q22025,,Q-2,Conduct,2.0,14-11-2025
S-3541,APAC,France,finance,q22025,,Q-2,ethics,5.0,2025-10-10
S-3512,apac,France,hr,q22025,staff,Q-02,Ethics,5.0,2025-01-23
S-1732,Americas,INDIA,finance,Q3-2025,manager,Q-02,Ethics,5.0,2025/07/18
S-3007,apac,USA,Sales,Q1 2025,Senior Staff,Q-01,ethics,6.0,10-02-2025
S-3618,Americas,France,s,q22025,director,q-1,Conflict of Int.,6.0,
S-3527,apac, ,Finance,q22025,Senior Staff,Q-05,Ethics,2.0,2025-02-19
S-3971,APAC, ,hr,Q1 2025,manager,3,Conduct,2.0,2025/04/02
S-3287,emea,IN,finance,q22025,staff,q04,Data Privacy,6.0,2025-02-23
S-1739,emea, ,Sales,q22025,Manager,3,Data privacy,4.0,2025/06/11
S-2330,ApAc,UK,hr,q22025,staff,q3,ethics,5.0,2025/07/12
S-2041,ApAc,Japan,sales,Q3-2025,Staff,q-5,Ethics,3.0,2025-09-23
S-2237,Americas,Germany,Operations,Q1 2025,staff,Q-01,Conflict of Int.,,2025/05/22
S-3095,EMEA,United States,Finance,Q3-2025,staff,Q-03,ethics,3.0,2025-10-26
S-1955,apac,JN,HR,Q1-2025,director,q3,ethics,6.0,
S-2330,EmEa,India,sales,q22025,Senior Staff,q3,Conduct,3.0,
S-3361,emea,United States,Finance,Q2-2025,staff,Q-2,Data Privacy,,2025/04/27
S-3674,Americas,     ,hr,Q1-2025,Director,3,Ethics,3.0,18-03-2025
S-3058,APAC,India,Finance,q22025,director,q-2,Conflict of Int.,5.0,2025-02-16
S-2770,apac,JN,hr,Q1 2025,Manager,q-1,Ethics,4.0,2025/01/26
S-2636,apac,United States,hr,Q4-2025,director,q-5,ethics,,2025-10-14
S-2999,emea,     ,F,Q1 2025,,q3,Conduct,5.0,06-02-2025
S-2762,ApAc,     ,F,Q1-2025,Senior Staff,q04,Data Privacy,4.0,08-04-2025
S-2412,Americas,JN,HR,Q1 2025,staff,q3,Conflict of Int.,,16-03-2025
S-1184,APAC,INDIA,Sales,Q1 2025,Senior Staff,Q-02,Conduct,1.0,2025-11-14
S-2179,Americas,France,finance,Q2-2025, ,q-2,Ethics,3.0,2025-10-03
S-1835,apac, ,sales,Q4-2025,Manager,q-5,Conduct,6.0,
S-3388,Americas,Germany,IT,Q1-2025,Director,Q-04,Conflict of Int.,6.0,28-01-2025
S-3682,Americas,United States,hr,q22025,Director,q04,Conflict of Int.,6.0,2025-02-25
S-2199,emea,INDIA,hr,Q4-2025,Senior Staff,q-1,Data Privacy,,2025-02-15
S-1815,EmEa, ,Finance,Q1-2025,manager,3,Compliance,3.0,2025-03-22
S-2421,ApAc,France,HR,Q1 2025,,Q-05,Conflict of Int.,1.0,2025-07-18
S-3274,apac,INDIA,IT,Q2-2025,director,q04,ethics,1.0,2025/09/24
S-3509,APAC,UK,Operations,Q4-2025,Manager,Q-2,Compliance,5.0,2025-10-05
S-1847,EMEA,,s,q22025,manager,Q-03,Compliance,6.0,2025-09-26
S-2762,EMEA,     ,F,Q1 2025,staff,Q-02,Data privacy,5.0,2025-03-02
S-2301,EMEA,IN,Finance,Q2-2025,director,Q-2,Compliance,4.0,2025/11/23
S-2122,EMEA,JN,Operations,Q1-2025,Manager,Q-03,Ethics,,12-11-2025
S-3481,APAC,,Operations,Q1 2025,Staff,q-1,Ethics,6.0,2025/03/10
S-3477,EmEa,IN,Sales,Q1 2025,director,q-2,Data Privacy,2.0,2025-04-26
S-2674,Americas,Germany,hr,Q1 2025,manager,Q-04,Ethics,2.0,2025/08/13
S-3007,ApAc,,sales,Q1 2025,director,Q-2,Conflict of Int.,1.0,2025/07/14
S-2282,emea,,F,Q4-2025,,3,Conduct,6.0,2025-09-24
S-2850,EmEa,,Finance,Q1 2025,,3,Data Privacy,6.0,
S-2587,Americas,INDIA,HR,Q3-2025,director,Q-05,Conflict of Int.,,27-03-2025
S-2206,Americas,IN,s,Q1 2025, ,q04,Data Privacy,1.0,2025-02-27
S-3398,EMEA,UK,hr,Q2-2025, ,Q-01,ethics,4.0,14-04-2025
S-1370,apac,France,IT,q22025,Senior Staff,Q-02,Ethics,6.0,2025-07-05
S-3146,emea,IN,s,Q4-2025,Manager,Q-2,Data privacy,4.0,
S-1700,ApAc,,IT,Q1 2025,Manager,Q-03,Conflict of Int.,6.0,
S-2262,apac,IN,sales,Q2-2025,Manager,Q-02,ethics,2.0,
S-2037,Americas,Japan,sales,Q3-2025,,Q-01,Data privacy,4.0,2025/10/29
S-2949,EmEa,UK,sales,Q1-2025,Staff,Q-04,Data privacy,3.0,2025-10-13
S-1201,EMEA,India,Finance,q22025,staff,Q-01,ethics,,
S-3368,apac,France,finance,Q1-2025,Senior Staff,Q-2,ethics,2.0,2025/11/09
S-3833,EMEA,Japan,F,Q2-2025,Staff,Q-02,Conflict of Int.,3.0,2025-07-14
S-2751,AMERICAS,Germany,sales,Q1 2025,Senior Staff,q-5,Conflict of Int.,3.0,2025/07/31
S-1860,APAC,,Finance,Q1-2025,,Q-02,Data Privacy,6.0,28-05-2025
S-3494,ApAc,Germany,s,Q4-2025,staff,Q-03,Data privacy,5.0,20-11-2025
S-3018,EMEA,,Operations,q22025,Director,Q-04,Ethics,1.0,
S-3562,AMERICAS,IN,Operations,Q4-2025,director,Q-2,Ethics,3.0,2025-11-23
S-1047,APAC,IN,HR,Q2-2025,Senior Staff,Q-05,Compliance,5.0,2025-01-04
S-3810,ApAc,France,hr,q22025,Staff,Q-03,ethics,3.0,03-09-2025
S-1146,EMEA,Japan,IT,q22025, ,3,Compliance,4.0,2025/07/31
S-1230,apac,,Sales,Q4-2025,,Q-01,ethics,5.0,2025-07-01
S-1612,apac,,Finance,Q2-2025,director,q04,Data privacy,,07-11-2025
S-1768,AMERICAS,,HR,q22025,staff,q-5,Ethics,3.0,2025-09-12
S-2523,EmEa,,HR,Q1 2025,,Q-05,ethics,1.0,2025-01-20
S-1380,EmEa, ,Finance,Q3-2025,,Q-03,ethics,3.0,26-09-2025
S-2341,EMEA,JN,finance,Q4-2025,Manager,Q-04,Conduct,1.0,2025-09-25
S-1017,apac,USA,F,Q1-2025,staff,q-2,Ethics,1.0,2025-06-09
S-3366,apac,     ,Operations,Q2-2025,manager,Q-04,Compliance,3.0,2025/08/14
S-1482,apac,India,IT,Q2-2025,Senior Staff,Q-01,Data privacy,5.0,2025/04/16
S-2435,ApAc,Germany,IT,q22025,Director,q3,ethics,2.0,
S-3512,ApAc, ,sales,Q1-2025,Manager,Q-01,Data Privacy,6.0,
S-2572,Americas,United States,hr,Q3-2025,Manager,q-5,Data privacy,5.0,2025/08/17
S-2457,apac,France,Operations,q22025,,Q-02,Conflict of Int.,,2025-03-09
S-3862,EmEa,United States,sales,Q2-2025, ,q-2,ethics,2.0,12-11-2025
S-2489,emea,India,Sales,Q2-2025, ,q-2,Ethics,1.0,29-06-2025
S-2890,EMEA,Germany,Sales,Q4-2025,Manager,3,Ethics,4.0,24-02-2025
S-3278,AMERICAS,JN,HR,Q4-2025, ,Q-2,Data privacy,4.0,2025/05/05
S-1652,EmEa,UK,finance,Q2-2025,manager,q-5,Data privacy,4.0,2025/08/11
S-2402,APAC,India,finance,q22025, ,Q-02,Data privacy,5.0,2025-10-12
S-2824,EMEA,Germany,hr,Q1-2025,Senior Staff,q04,Conflict of Int.,5.0,14-07-2025
S-3025,Americas,United States,Operations,Q1 2025,Staff,Q-03,Conduct,2.0,30-05-2025
S-3522,EmEa,INDIA,Operations,q22025,staff,Q-05,Data privacy,,05-06-2025
S-3941,ApAc,United States,F,Q1-2025,,Q-2,Conflict of Int.,2.0,01-02-2025
S-3249,Americas,USA,s,Q2-2025,Senior Staff,Q-05,Conflict of Int.,1.0,30-10-2025
S-3561,ApAc,IN,hr,Q3-2025,director,Q-2,Data privacy,2.0,2025-09-01
S-1771,emea,,Sales,Q3-2025,Manager,Q-05,Conflict of Int.,6.0,2025-01-06
S-3656,Americas,India,sales,q22025,director,Q-03,Ethics,2.0,01-08-2025
S-3849,emea,,IT,Q3-2025,,Q-2,Data privacy,,2025-07-01
S-1762,emea,,Finance,Q4-2025, ,q-5,ethics,6.0,2025/07/30
S-3361,ApAc,USA,Finance,Q4-2025, ,q-5,Compliance,1.0,2025-02-10
S-3991,apac,Japan,s,Q1-2025,,q3,Ethics,2.0,2025/02/09
S-3596,apac,,Finance,Q2-2025,,Q-01,Data Privacy,4.0,2025/08/29
S-2358,emea,France,HR,Q2-2025,Manager,Q-01,Conduct,5.0,16-10-2025
S-1252,EmEa,,IT,Q4-2025,Staff,q04,Compliance,,14-01-2025
S-2986,AMERICAS,India,s,Q1-2025,Director,Q-05,ethics,5.0,2025-05-12
S-1457,EMEA,,IT,q22025, ,q-1,Conflict of Int.,2.0,01-05-2025
S-1741,Americas,France,finance,Q1 2025,Manager,q-2,Conflict of Int.,4.0,2025/05/02
